date,PI_CA,SI_CA,II_CA,PI_I,SI_I,II_I,PI_CO,SI_CO,II_CO,PI_W,SI_W,II_W,PI_MM,SI_MM,II_MM,PI_MQ,SI_MQ,II_MQ,PI_MF,SI_MF,II_MF,SI_E,Unemployment,Act_pop_total,Employed_total,Unemployed_3mts,Unemployed_3_6mts,Unemployed_6_12mts,Unemployed_ov6,Unemployed_ov12,HousePrice,HousePrice_S,HousePrice_P,BSI_BC,BSI_SG,BSI_P,BSI_FS,BSI_HR,PI_P,PI_C,PI_SI,PI_PA,MB,Currency_cir,CBLIAB_DC,M1,M2,CD,CP,YT_1,YT_3,YT_5,YT_10,CB_3_AA,BaseRate,CB_3_BBB,FX_US,FX_CH,FX_JP,FX_EU,FX_BR,FX_CA,FX_SW,CPI,CPI_F,CPI_C,CPI_H,CPI_HE,CPI_T,CPI_E,CPI_M,SPI_R,SPI_I,SPI_F,SPI_RI,IPI_A,IPI_B,IPI_C,IPI_L,IPI_M,EPI_A,EPI_M,KOSPI,KOSDAQ,Expected_inf,Oilprice,TB_spread,USCPI,IR_House,USB_10,LeadingCI,LaggingCI,VKOSPI
07-Jun,93.694,98.381,55.123,58.84,67.047,55.265,98.691,110.651,68.538,70.61,75.769,57.493,70.327,75.909,57.493,136.181,147.615,70.217,75.815,57.488,75.433,73.028,3.3,24701.9,23919.7,417.3,256.9,104.2,107.9,3.8,70.9580586,71.44096519,69.83741251,91,105,91,94,94,70.6,87.9187,76.7,69.1,48309.2,20884.1,27425.1,302511.7,1190080.2,5.03,5.25,5.15,5.24,5.35,5.48,5.64,4.5,8.42,928.32,121.5552676,757.05,1244.93,1842.81,870.95,752.39,77.836,62.333,73.089,75.716,86.521,91.693,82.496,70.328,83.81,87.72,83.58,88.02,70.52,99.56,107.12,79.73,90.67,71.15,100.87,1743.6,778.69,2.8,67.48,0.33,207.234,6.13,5.1,63.4,66.5,19.95
07-Jul,97.102,103.75,56.85,58.788,68.462,54.576,99.152,112.331,69.048,71.456,77.891,57.458,71.342,78.095,57.458,140.982,145.013,71.146,77.999,57.404,74.684,71.76,3.3,24667.4,23865.3,456.6,243.7,99.3,101.8,2.5,71.23293647,71.95164169,69.83957891,87,104,89,94,94,71.5,92.8307,77.3,76.4,48659.2,20994.1,27665.2,302375.6,1200892.7,5.05,5.26,5.29,5.35,5.43,5.52,5.75,4.75,8.51,918.85,121.1928639,755.57,1260.03,1868.1,873.72,760.55,78.134,63.132,73.367,75.716,86.521,92.114,82.569,70.392,85.89,87.29,83.58,88.02,69.39,98.54,112.44,79.52,89.3,75.65,100.97,1933.27,811.52,2.9,74.18,0.23,207.603,6.24,5,63.8,66.7,27.71
07-Aug,98.028,101.869,57.611,60.7,68.462,54.493,100.64,112.331,70.083,73.745,77.625,57.901,73.521,77.695,57.901,137.485,146.307,73.398,77.599,57.846,78.63,75.225,3.3,24347,23581.5,460.3,215.2,84.4,89.9,5.4,71.45671255,72.36221996,69.84859721,88,105,89,94,95,73.7,92.7959,78.3,80.5,48569,21013.5,27555.6,298066.1,1208052.8,5.21,5.42,5.3,5.28,5.33,5.42,5.7,5,8.42,933.8,123.3911696,799.84,1272.4,1878.46,881.9,776.58,78.208,63.256,73.367,76.382,86.438,91.945,82.569,70.775,86.04,87.55,83.76,88.27,71.91,100.14,110.51,85.85,90.54,78.13,102.12,1873.24,775.13,2.8,72.39,0.12,207.667,6.38,4.67,64.1,66.9,32.33
07-Sep,93.416,100.334,54.763,61.775,68.744,54.174,100.089,111.485,68.086,72.753,77.234,57.573,72.55,77.429,57.573,121.719,127.683,72.477,77.333,57.516,76.37,72.559,3.2,24487.1,23759.1,421.5,203.2,96.5,103.3,6.8,71.81450605,73.01328498,69.87150501,93,107,92,94,94,72.8,90.0587,77.2,75,48752.6,21072.1,27680.6,299048,1219265.1,5.34,5.61,5.39,5.39,5.44,5.52,5.85,5,8.54,932.41,123.4673696,810.55,1291.19,1880.86,901.87,783.96,78.655,65.102,73.367,76.752,86.521,92.029,82.569,71.094,90.63,87.72,84.87,89.11,76.24,99.99,119.5,86.45,91.04,78.02,102.28,1946.48,794.56,2.8,79.93,0.13,208.547,6.52,4.52,64.3,67,25.78
07-Oct,97.696,101.786,57.26,64.356,71.526,54.45,105.552,113.905,70.658,76.577,80.217,58.274,76.512,80.485,58.274,129.399,141.616,76.378,80.378,58.269,77.171,73.827,3.3,24642.8,23904.6,472.1,175.3,83.2,90.8,7.6,72.2047026,73.66580593,69.96391841,92,106,93,93,93,76.6,92.4062,78.4,76.9,49414.4,21375.5,28038.9,297999.3,1229742.1,5.34,5.7,5.34,5.42,5.49,5.56,5.98,5,8.6,915.86,121.9612841,790.74,1303.27,1871.56,937.89,780.06,78.803,65.225,73.576,76.752,86.521,92.366,82.643,71.414,92.77,88.15,84.36,89.78,78.7,98.22,123.95,89.08,90.89,77.58,101.23,2064.85,810.07,2.9,86.2,0.22,209.19,6.55,4.53,64.4,67.3,34.05
07-Nov,100.012,106.215,60.104,63.961,72.21,53.374,106.576,114.751,72.9,76.677,81.149,57.981,76.598,81.41,57.981,131.364,144.205,76.524,81.31,57.976,77.767,74.357,3.3,24643.4,23906.5,481.2,177.1,74.2,78.5,4.3,72.60255104,74.33482842,70.05623479,91,105,89,92,93,76.7,92.4038,78.6,75,49338,21258.5,28079.5,299714.7,1250790.1,5.43,5.77,5.36,5.54,5.59,5.61,6.16,5,8.72,916.98,123.8125672,826.2,1345.6,1899.07,949.73,816.2,78.803,63.502,73.924,76.824,86.605,93.796,82.643,71.988,99.44,89.09,84.95,91.72,79.78,98.34,139.22,93.73,92.74,78.52,103.16,1906,741.84,3,94.62,0.25,210.834,6.59,4.15,64.7,67.5,32.76
07-Dec,102.2,109.882,68.097,64.553,72.097,54.84,100.303,114.435,69.889,76.188,81.282,59.133,76.382,81.543,59.133,127.743,137.079,76.306,81.444,59.128,75.403,75.086,3.2,24173.3,23432.2,429.1,231.2,77.5,80.8,3.3,72.84614244,74.73923478,70.11962494,90,108,90,93,94,76.2,96.6887,78.6,76.2,50071,21360.9,28710,307809.3,1269522.5,5.73,6.25,5.6,5.89,5.9,5.82,6.73,5,9.16,930.24,126.3672841,828.42,1355.24,1879.41,928.82,816.54,79.101,63.809,74.13,76.677,86.688,94.974,82.717,72.181,101.09,89.86,85.46,92.65,83.79,99.76,139.9,101.39,94.37,80.43,103.69,1897.13,704.23,3,91.73,0.22,211.445,6.85,4.1,64.8,67.9,25.13
08-Jan,103.087,109.798,69.757,65.456,72.66,55.997,104.213,116.855,71.987,78.174,82.073,60.186,78.476,82.406,60.186,132.622,141.129,78.37,82.295,60.18,76.651,74.625,3,23920.9,23141.2,480.8,222.7,72.8,76.2,3.4,73.19597908,75.34553039,70.18401605,87,105,88,89,96,78.2,93.4539,80.1,71.2,49755.7,21026.3,28729.4,305868,1286407.8,5.81,6.54,5.47,5.44,5.51,5.56,6.64,5,8.78,942.39,130.1102601,872.92,1386.21,1855.54,932.37,855.04,79.472,63.994,74.13,76.824,87.438,96.236,83.159,73.842,104.82,91.06,85.89,94.25,87.94,102.02,144.72,104.31,96.77,80.98,105.59,1624.68,608.84,3.2,92.95,0.09,212.174,7.08,3.74,64.8,68.2,31.39
08-Feb,106.791,108.085,71.224,65.109,72.604,57.024,101.867,113.377,73.1,77.377,81.016,61.367,77.385,81.081,61.367,131.841,143.231,77.23,80.973,61.362,80.434,80.212,2.9,23893.5,23064.7,513.9,238.5,68.3,76.4,8.1,73.52734233,75.90034514,70.26799772,85,103,86,89,94,77.4,86.6967,79.9,80.8,49610.4,21575.9,28034.5,304580.7,1309161.7,5.28,5.82,5,5.06,5.14,5.28,6.27,5,8.54,944.69,131.7628421,880.57,1395.43,1856.4,945.16,867.2,79.771,64.549,74.062,76.752,87.771,96.152,83.381,74.543,108.47,92.77,86.48,96.27,92.83,102.28,149.38,106.93,98.84,81.14,106.84,1711.62,655.94,3.3,95.35,0.28,212.687,6.72,3.74,64.6,68.4,29.21
08-Mar,102.737,108.18,73.881,65.315,73.344,56.844,107.29,117.794,72.223,78.542,82.339,61.697,78.723,82.672,61.697,125.328,133.516,78.636,82.562,61.691,77.367,75.086,3,24308.9,23490,507.4,225.7,76.7,85.8,9.1,74.30486051,77.22328351,70.44787318,91,108,88,91,95,78.5,86.5606,79.9,69.7,49419.1,21690.2,27728.9,299792.8,1324032.7,5.25,5.63,5.05,5.15,5.2,5.36,6.13,5,8.54,979.86,138.8151937,972.3,1519.51,1960.94,978.99,968.14,80.515,64.425,74.13,77.046,87.855,96.741,86.698,76.078,118.37,96.36,87.33,100.99,96.46,106.07,166.57,117.01,106,89.33,113.61,1703.99,644.45,3.5,105.56,0.31,213.448,6.7,3.51,64.5,68.7,27.05
08-Apr,103.516,109.62,76.772,65.84,72.885,58.515,107.796,118.534,70.49,78.641,82.143,62.891,78.744,82.476,62.891,112.724,122.492,78.675,82.429,62.885,76.858,73.558,3.1,24698.8,23907.4,514,192.5,78.6,84.9,6.2,75.19619456,78.68105973,70.72615871,83,104,82,86,94,78.6,85.9485,80,78.9,50701.2,21802.5,28898.7,298474.4,1339434.9,5.38,5.83,5.06,4.98,5.02,5.17,5.91,5,8.46,986.66,140.9867449,962.35,1555.05,1954.64,973.44,974.43,80.962,65.41,74.201,77.046,87.855,97.834,86.919,76.396,125.18,99.7,88.1,104.95,96.36,106.81,179.13,124.82,108.61,85.62,116.41,1825.47,647.02,3.4,112.57,0.11,213.942,6.8,3.68,64.6,68.9,22.04
08-May,99.85,106.132,72.897,66.08,72.66,61.222,105.13,115.585,69.65,77.477,81.078,63.798,77.377,81.348,63.798,110.33,122.005,77.32,81.239,63.793,78.383,74.357,3.2,24904.8,24143.8,488.9,204.7,65,67.5,2.5,75.90980641,79.91007451,70.89007401,90,111,86,90,93,77.5,85.867,79.9,79.2,50972.4,22015.2,28957.2,304239.8,1356612.9,5.36,5.85,5.07,5.28,5.36,5.5,6.22,5,8.89,1036.73,148.3161046,994.18,1614.55,2037.66,1038.04,993.44,81.63,65.655,74.963,78.821,88.105,101.031,86.993,76.525,144.82,104.16,89.46,111.86,101.08,112.24,216.7,141.34,116.04,92.71,124.83,1852.02,652.15,3.8,125.39,0.43,215.208,6.79,3.88,64.7,69.2,23.06
08-Jun,98.627,104.858,79.053,65.553,72.21,64.02,105.101,114.117,71.776,76.882,80.678,66.884,76.697,80.886,66.884,106.444,116.008,76.632,80.778,66.878,79.152,76.685,3.1,24944.1,24174.4,491.1,214.7,63.2,63.9,0.7,76.78344546,81.35063883,71.16550937,84,108,82,89,92,76.9,81.0383,79.2,69,51898.8,22052.5,29846.3,305514.3,1369728.1,5.36,5.84,5.22,5.7,5.8,5.89,6.68,5,9.42,1029.27,149.5052314,963.02,1601.73,2024.07,1013.93,992.9,82.151,65.532,75.033,79.634,88.105,104.649,86.993,76.779,152.99,106.72,89.72,115.4,100.57,111.43,230.39,146.33,116.51,96.41,126.21,1674.92,590.19,4.1,133.93,0.67,217.463,6.77,4.1,64.6,69.4,25.15
08-Jul,105.225,112.347,76.146,63.498,71.582,62.89,103.988,115.479,70.839,76.496,81.477,65.749,76.28,81.677,65.749,115.407,130.913,76.197,81.568,65.793,81.537,77.683,3.1,24886.7,24114.3,469.2,241.7,60.4,61.6,1.2,77.35143997,82.28525536,71.35053711,75,104,76,81,92,76.5,83.5092,80.2,79.7,51805.6,22037.5,29768.1,306584.4,1378914.3,5.52,5.95,5.41,5.96,6.02,6.03,6.99,5,9.84,1019.12,148.4971868,954.22,1606.74,2026.92,1005.86,992.53,82.747,66.763,75.172,80.522,88.188,105.91,86.993,77.674,155.29,109.29,90.31,117.92,99.05,110.33,234.99,150.75,117.21,97.8,126.33,1594.67,539.44,4.4,133.44,0.62,219.016,6.92,4.01,64.6,69.6,23.82
08-Aug,104.776,111.835,73.253,63.672,70.448,63.689,101.044,113.165,69.812,76.501,80.154,66.095,76.311,80.281,66.095,120.33,134.977,76.244,80.183,66.14,80.704,77.084,3.3,24593.3,23824.5,452,239.6,75.9,77.2,1.3,77.70634405,82.84102178,71.49632415,74,100,74,80,93,76.5,86.5098,80.3,78.4,52685.7,22151.5,30534.2,304538.7,1386101.1,5.77,6.15,5.44,5.77,5.83,5.91,7.11,5.25,10,1041.54,152.8023927,953.03,1561.56,1972.28,990.74,963.27,82.598,67.932,75.242,80.522,88.272,102.882,86.993,76.525,143.03,108.35,90.14,115.14,97.89,112.76,206.07,147.92,115.7,97.86,124.51,1474.24,470.28,4.2,116.61,0.47,218.69,7.16,3.89,64.6,69.9,25.66
08-Sep,105.387,110.811,75.885,63.752,71.245,64.242,98.835,108.125,69.879,75.161,80.021,67.27,74.855,80.086,67.27,131.51,145.179,74.719,79.978,67.264,81.025,78.813,3.2,24664.5,23935.6,445.1,204.3,78.2,79.4,1.2,78.09270481,83.40985436,71.69261018,78,101,83,85,94,75.2,85.4349,79.6,77.6,53124.3,22541.1,30583.2,307067.8,1395719.2,5.79,6.38,5.48,5.81,5.86,5.99,7.46,5.25,10.44,1130.4,166.1411477,1060.6,1627.55,2035.7,1068.96,1021.7,82.673,68.609,75.31,80.892,88.355,100.609,87.067,77.802,139.01,109.54,90.91,115.47,103.88,122.37,190.32,157.68,122.24,102.26,130.25,1448.06,440.77,4.5,103.9,0.51,218.877,7.25,3.69,64.7,70,36.78
08-Oct,107.73,110.561,83.173,61.741,68.631,64.184,102.89,111.908,71.176,75.658,78.628,68.101,75.278,78.691,68.101,125.812,130.106,75.208,78.593,68.146,83.1,77.814,3.3,24787.3,24044.7,470.1,191.2,78.7,81.2,2.5,78.09297709,83.33259164,71.77083438,76,97,80,81,95,75.7,82.6809,79.2,77.3,53592.3,22618.3,30974,310565.5,1403984.2,6.03,7.07,5.2,5.09,5.16,5.53,7.95,4.25,11.08,1326.92,194.4465095,1327.1,1765.31,2243.03,1127.72,1162.59,82.598,68.055,75.381,80.892,88.522,100.358,87.067,78.249,132.84,111.77,93.04,116.32,109.98,143.66,157.57,204.44,133.71,112.82,140.29,1113.06,308.03,4.6,76.65,0.33,216.995,7.58,3.81,64.7,70.2,81.27
